text;;
Dibalik suami hebat, ada istri tangguh yg mendampingi.. @bundaelly16 @IdrisAShomad @fitriawansumadi #TMMDDepokpic.twitter.com/i6kQ9D9vQG;;
Situasi simpang PLN Beji lancar 03-05-16 08:38 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/UdseveQR2I;;
@niwadesu @IdrisAShomad Pengantar RT/RW, Fotokopi KK, serta e-KTP rusak dilengkapi surat pernyataan. hanya dikenai denda apabila lewat 14hr.;;
Situasi simpang Kodim lancar 03-05-16 08:37 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/9OmI4C4ySz;;
Depok ini cita2nya apa sik @IdrisAShomad ??? https://twitter.com/restadepok/status/1108679136992620547 …;;
Kapan Situ Cilodong Boss ??;;
Kegiatan lanjutan normalisasi kali Pesanggrahan Meruyung @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/FfGRnitwer;;
Kegiatan membersihkan sampah kali baru jl. Raya jakarta-bogor @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/JX0XmA5yjZ;;
Kegiatan normalisasi situ Citayam @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/f8W7Jqv0Zj;;
Kegiatan membersihkan sampah saluran tugu selamat datang Cinere @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/gF0SSIQrzK;;
Kegiatan perbaikan turap kali cikumpa Kel. Jatimulya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/2nhiAlmnNI;;
Kegiatan membersihkan sampah saluran jl. KSU @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/cBZ2nClsjH;;
Kegiatan membersihkan sampah kali baru Cilangkap @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/TCww7JW7uL;;
Kegiatan perbaikan saluran mutiara tipar Kel. Mekarsari @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/dPeiTGieGe;;
Kegiatan membersihkan sampah kali cabang timur detos @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/BcUZNY5465;;
Kegiatan membersihkan sampah kali baru simpang tol Cijago @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/VuCKXRoADl;;
@IdrisAShomad Pak Walikota, tolong dong Tempat Pembuangan Akhir (TPA) Cipayung Depok Jawa Barat dibenerin, baunya udah parah banget sampe ke rumah penduduk termasuk rumah saya di Taman Jaya Cipayung. Mohon segera ditangani ;;
Angkot 05 Depok - Bojong, supirnya gapernah pake seragam, masih bocah bocah supirnya IdrisAShomad restadepok Dishub_Dpk pemkotdepok;;
Angkot 05 Depok - Bojong, selalu ngetem di dpn st. citayem sm perlintasan, bikin macet,tlng ditindak! IdrisAShomad restadepok pemkotdepok;;
"21/03/2019
Layanan Perpustakaan Keliling di SDN Krukut 1
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/ejj5w3By3D";;
"21/03/2019
Layanan Perpustakaan Keliling di MI Darul Hikmah
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/UwErIZQYCn";;
"21/03/2019
Layanan Perpustakaan Keliling di RA Darul Hikmah
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/gVtSQQQtb1";;
Pa, tolong ditertibkan angkot yang dari arah bawah jembatan arif rahman melawan arus, padahal jalan sangat sempit.......dan jalan hanya untuk kendaraan untuk putar arah dibawah jembatan.;;
berikut info @DinasPUPR Mohon mf atas ketidaknyamanannya. Utk sementara dilakukan pengurukan, sehubungan persediaan material (Hotmix) habis, maka Bid Pemeliharaan Jln & Jembatan menunggu pengadaan berikutnya di bln April 2019. Terimakasih;;
Kegiatan pelatihan wirausaha Baru (WUB) angkatan 3 & 4 Selasa-kamis tanggal 19-21 Maret 2019 di gd. Balatkop @pemkotdepok @IdrisAShomad @bangpradi @fitriawansumadipic.twitter.com/FByUba7T2T;;
"Kegiatan revitalisasi koperasi tidak aktif Tahun 2019 ""Mengembangkan sumber daya manusia yang religius, kreatif dan berdaya saing"" Puri avia Bogor 14-15 Maret 2019 @pemkotdepok @IdrisAShomad @bangpradi @fitriawansumadipic.twitter.com/IQlOv5FpNe";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 21 08:32
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/wJ9gie54ae";;
"Situasi Simpang Cinere lancar 2019 03 21 08:30
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/SHOQM2SMgQ";;
"Situasi Simpang GDC lancar 2019 03 21 08:28
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/vP1yyARn1t";;
"Situasi Simpang Kartini lancar 2019 03 21 08:27
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/y3md61eF1X";;
"Situasi Simpang Al-huda lancar 2019 03 21 08:26
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/59I71Uh9RT";;
"Situasi Simpang Sengon lancar 2019 03 21 08:20
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/kFLseYkMIV";;
"Situasi Simpang PLN (beji) lancar 2019 03 21 08:20
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/L0CGYfxwoO";;
"Situasi Simpang Bojong Sari lancar 2019 03 21 08:18
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/UJeFKf9C4Z";;
"Situasi Simpang PAL UI lancar 2019 03 21 08:15
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/PcGvnx0eK2";;
"Situasi Simpang Cilodong lancar 2019 03 21 08:14
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/JaXNXd6xW1";;
"Situasi Simpang Ramanda lancar 2019 03 21 08:12
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/g5YLuAO2WF";;
"Situasi Simpang Siliwangi lancar 2019 03 21 08:11
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/nnGtrJkugO";;
"Situasi Simpang Jatijajar lancar 2019 03 21 08:10
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/wAfaXPlOpR";;
Ini uang anggaran dihabisin utk yg begini2,jalan m jasin gak diperbaikin tuh, ckck. @IdrisAShomad @pemkotdepokhttps://twitter.com/disdagin_depok/status/1108181351713267718 …;;
"Jalan raya gas alam sukatani hancur lagi pak, bisa rutin begini ya rusaknya?? mohon jangan pembiaran, banyak warga pembayar pajak yg dirugikan
cc: @IdrisAShomad @RadioElshinta @Jaguarresdepok";;
PDGI bersama Walikota Depok @IdrisAShomad peringati Hari Kesehatan Gigi dan Mulut Internasional di SDN Cimpaeun 2 https://www.youtube.com/watch?time_continue=88&v=xQHyeusp3Ag …;;
Jadi kpn di fooging neh Kel Bedahan, khusus nya untuk wilaya RW 01. Jgn tunggu ada korban DBD, baru ada aksi..  @IdrisAShomad @Humas_depok @InfoSaBojonghttps://twitter.com/pemkotdepok/status/1108367842842419203 …;;
"Yang saya hornati @pemkotdepok untuk pengurusan #aktekelahiran bisa selesai berapa lama ya?  Cc pak walKot @IdrisAShomad dan pakGub @ridwankamil 
Tambahan info, saya mulai urus sejak awal peb 2019.";;
Pak walikota Depok yang terhormat @IdrisAShomad , sekali kali kepala dishub @atcs_dishub disuruh turun lapangan jam pulang kantor gini, masak putaran Juanda dekat pesona square ditutup, disuruh memutar jauh kearah jalan raya Bogor yang volume kendaraan keluar tol nya juga padat;;
Situ Cilodong kapan pak...;;
Kegiatan normalisasi situ citayem @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/5GRco3GmOM;;
Kegiatan lanjutan normalisasi kali Pesanggrahan Kel. Meruyung @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/I4mahdw8fU;;
Kegiatan membersihkan sampah kali cabang timur jl. Pipa gas @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/I5lhq9AT7i;;
Kegiatan lanjutan penanggulangan longsor perum Cinangka Kel. Sukamaju baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/opgcfvL7lZ;;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/gLV8pjNPmD;;
Kegiatan membersihkan sampah situ tipar @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/wzHTFDYN8s;;
Kegiatan membersihkan sampah kali cabang timur.ur balai kota @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/bJqKb1BAzb;;
Kegiatan normalisasi kali Pesanggrahan Kel. Pasir putih @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Hc6Vxcg0DC;;
Kegiatan perbaikan turap saluran perum mutiara tipar Mekarsari @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/ZPIfBvxlPi;;
Kegiatan membersihkan sampah kali cikumpa Kel. Jatimulya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/q1x1xjgaV9;;
Kegiatan membersihkan sampah saluran tersier kali baru kali. Sukamaju @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/3638xFDCtp;;
"Posisi polling GDM sementara paslon @jokowi - KH. Ma'ruf Amin 85% & @prabowo - @sandiuno 15%

Yuk, ikutan. Polling tinggal 6 jam lagi 
@bkpsdmkotadepok @IdrisAShomad @pemkotdepok @disrumkim_depok @Humas_depok @kaskusregdepok @PartaiSocmed @andivox @rizkiriwil @galihprabawahttps://twitter.com/GerakanMudaDPK/status/1108004376675672070 …";;
"Kegiatan Membersihkan Sampah di Kali Cabang Timur, Balai Kota. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/otthJoQBaO";;
"Kegiatan Perbaikan Turap Saluran di Kel. Mekarsari. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/OIAtkpnmpA";;
"Kegiatan Perbaikan Turap di Kali Cikumpa, Kel. Jatimulya. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/UWHuwZvD7R";;
"Kegiatan Normalisasi Kali Pesanggrahan, Pasir Putih. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/kjpmq1MTyp";;
"Kegiatan Normalisasi Kali Pesanggrahan, Meruyung. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/zjdXUQQvaZ";;
"Kegiatan Normalisasi Setu Citayam. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/hLTonPpJXk";;
"Kegiatan Penanggulangan Longsor di Kel. Sukamaju Baru. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/VGgy0gjN04";;
"Kegiatan Membersihkan Tanaman Liar di Jl. Kailudin, Kel. Kalibaru, Kec. Cilodong. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/rVyo9l7Dtn";;
"Kegiatan Membersihkan Tanaman Liar di Jl. Pulo Mangga, Kel. Meruyung, Kec. Limo. 20/03/2019
cc: @IdrisAShomad @pemkotdepokpic.twitter.com/evbPAb7maL";;
"Kegiatan Pemeliharaan Jalan (Pengurukan) di Jl. Bungur, Kel. Tanah Baru, Kel. Kukusan. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/XrAi2R5F9N";;
"Kegiatan Membersihkan Tumbuhan Liar di Jl. Engram, Kel. Sawangan Baru. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/eCAkUhs4Kt";;
"Kegiatan Membersihkan Tumbuhan Liar di Jl. PLN, Kel. Gandul, Kec. Cinere. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/wO89czlnxy";;
"Kegiatan Pemeliharaan Jalan (Pengurukan) di Jl. Mawar, Kel. Curug. Kec. Bojongsari. 20/03/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/tstzR00QRH";;
Pak @IdrisAShomad tugu batu sawangan dibagusin donk biar bisa jadi icon kota depok;;
"20/03/2019
Layanan Perpustakaan Keliling di MI Al-Muhajiriyah
#salamliterasi
#perpustakaankeliling
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/AX8UnnFV4b";;
"20/03/2019
Kunjungan KB Qurrota A'yun ke Perpustakaan Umum Kota Depok
#kunjunganedukasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/ef8Vi7Ec7i";;
"Koq ""ijin warga""?";;
Kira DKI, rupanya depok ye bang,;;
Kegiatan apel pagi gabungan ASN se - Kecamatan cipayung dilanjutkan pengajian dari BKPSDM @IdrisAShomad @Bang_Pradi @pemkotdepok @baznasdepok @aresgamat @bkpsdmkotadepok @cipayung_cerdas @cipayung_cerdas @depokdiskominfopic.twitter.com/1u1Ymp5Jwm;;
KPK harus turun tangan.;;
"justru sebaliknya proyek aparkost di beji timur yg sudah disegel krn tak dapat izin warga terdampak langsung segelnya dirobohkan diganti dgn plang izin membangun

Padahal pihak aparkost sampai kini tetap tidak pernah dapat izin warga, masa malah bisa dapat IMB cc @bangpradi pic.twitter.com/KiHiNr71DW";;
"Pak @IdrisAShomad walkot @pemkotdepok mengapa proyek aparkost di beji timur yg sudah disegel krn tak dapat izin warga terdampak segelnya dirobohkan diganti dgn plang izin membangun,

Padahal pihak aparkost sampai kini tetap tidak pernah dapat izin warga, masa malah bisa dapat IMBpic.twitter.com/dLDztHqp5p";;
Pengembangan karakter ASN dari @bkpsdmkotadepok tentang Karakter Pribadi Muslim @pemkotdepok @IdrisAShomad @kaniaprspic.twitter.com/wIjCjvCnzY;;
"20/03/2019
Pembinaan Karakter ASN di Dinas Kearsipan dan Perpustakaan Kota Depok oleh Ustadz H. Aceng Toha, Lc 
#pembinaankarakter2019 
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @bkpsdmkotadepokpic.twitter.com/Y8WZMLgrhU";;
"Situasi Simpang kartini lancar 2019 03 20 08:12
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/l7OYPfRxMW";;
"Situasi Simpang GDC lancar 2019 03 20 08:11
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/zXsx50PGva";;
"Situasi Simpang Al-huda lancar 2019 03 20 08:07
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/pHX0vmI4r3";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 20 08:06
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/nYBJf5A0pw";;
"Situasi Simpang Cinere lancar 2019 03 20 08:02
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/4THrYeGU4U";;
"Situasi Simpang Sengon lancar 2019 03 20 07:54
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/DwbUCmIN9E";;
"Situasi Simpang PLN (beji) lancar 2019 03 20 07:53
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/RgREGVyO9y";;
"Situasi Simpang Bojong Sari lancar 2019 03 20 07:52
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/L0VSpOKImz";;
"Situasi Simpang PAL UI lancar 2019 03 20 07:49
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/LV4ZBbsPte";;
"Situasi Simpang Cilodong lancar 2019 03 20 07:48
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/ndZAUEiSSb";;
"Situasi Simpang Ramanda lancar 2019 03 20 07:46
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/G045UeYXWH";;
"Situasi Simpang Siliwangi lancar 2019 03 20 07:46
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/pmblDufCnI";;
"Situasi Simpang Jatijajar lancar 2019 03 20 07:45
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/mKNYf2HYOd";;
Kegiatan lanjutan perbaikan turap saluran outlet situ pedongkelan. Kel. Pasirgunung selatan @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/N4PCHcqLxe;;
Kegiatan membersihkan sampah kali cabang timur balai kota @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/F9u6KqAfHi;;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/5Wn06Wo2S0;;
Kegiatan lanjutan penanggulangan longsor Kel. Sukamaju baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/JBNnexk4b6;;
Kegiatan normalisasi situ citayam kel. Bojong pondok terong @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/eXigIQCnsY;;
Kegiatan membersihkan sampah saluran tersier kali baru Kel. Sukamaju @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/FYF2P93C21;;
Kegiatan  turap kali cikumpa Kel. Jatimulya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/irjyvGU4Zn;;
Kegiatan membersihkan sampah saluran jl. Keadilan @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/3Cvd4bL9aa;;
Kegiatan lanjutan normalisasi kali Pesanggrahan Kel. Pasir putih @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/3sDW90xZWQ;;
Kegiatan membersihkan sampah kali cabang timur UI @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/ANd6FTQ0Et;;
Kegiatan membersihkan saluran RW 11 Kel. Rangkapan jaya lama @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/mTJfbSYTA9;;
Itu jalanan sepanjang eks ramayana jalan raya bogor tolong dipasang lampu dong pak min. Gelap bener dah kyk lg di goa. Udah lebih dr 7 taun lhoo;;
"Ke sungai Cipaeum tapos ga sanggup yaa...
Sampai sekarang ga beres2.payah depok";;
baik, laporan kami sampaikan kepada @DinasPUPR @satgas_SDA untuk evaluasi dan tindak lanjut.;;
Prestasi madrasah Depok cc: pak wali @IdrisAShomad pic.twitter.com/Kwrwg6SK7t;;
TLnya kapan mau difungsikan normal Min?? Biar gak hanya kuning kedip2;;
"@IdrisAShomad Assalaamu'alaikum  Walkot Depok Bpk.  @IdrisAShomad 
Tiap malam di halte Jl Margonda, utara Gramedia ada anak yg ditaruh di atas gerobak pemulung. Kadang dlm 1 gerobak 2 anak. Modus meminta-minta. Mohon ditertibkan Pak. Tks pic.twitter.com/c";;
"Situasi Simpang Cinere lancar 2019 03 19 08:19
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/eoeeUOysTW";;
"Situasi Simpang Kartini lancar 2019 03 19 08:15
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/6y0opJUCCv";;
"Situasi Simpang Kodim lancar 2019 03 19 08:14
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/u1j89V5Vzv";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 19 08:13
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/QNcrdKQQOQ";;
"Situasi Simpang Al-Huda lancar 2019 03 19 08:12
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/QBGBN52jWT";;
"Situasi Simpang Bojong Sari lancar 2019 03 19 08:10
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/JoEwuT8wsO";;
"Situasi Simpang GDC lancar 2019 03 19 08:05
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/hiBZdjZ5Jb";;
"Situasi Simpang PAL UI lancar 2019 03 19 07:59
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/4LplV3B6WR";;
"Situasi Simpang Cilodong lancar 2019 03 19 07:59
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/b222bDdjY6";;
"Situasi Simpang Ramanda lancar 2019 03 19 07:56
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/hToD7CWeeI";;
"Situasi Simpang Siliwangi lancar 2019 03 19 07:56
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/RCqlFSkO9Q";;
"Situasi Simpang Jatijajar lancar 2019 03 19 07:53
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/CAGClPltzD";;
"semoga foto bersama nya tidak mengandung politik.
@bawaslu_RI @Bawaslu_Jabar";;
"Besar harapan semoga Jalan kembali normal sedia kala, gak ada lg keresahan & kewaspadaan tinggi jk melintas,Kurangnya kesadaran "" sense of belonging"" membersihkn selokan membuat impacts besar kesemuanya Cc @pemkotdepok @satgas_SDA @IdrisAShomad @Bang_Pradi @ridwankamilpic.twitter.com/LWI1UKPjkp";;
Kegiatan pelatihan ketrampilan menjahit dilokasi P2WKSS dengan jumlah peserta 25 orng selama 5 hari, 18-22 Maret @pemkotdepok @IdrisAShomad @kaniaprspic.twitter.com/OKq9d2dTWz;;
Krn ga ada sangsi buat pembuang sampah ke sungai, ya ga akan pernah habis tu sampah;;
Pelatihan Wirausaha Baru (WUB) Kota Depok angkatan 1 & 2 Tahun 2019 di Gedung Balatkop 13-15 Maret 2019 @pemkotdepok @IdrisAShomad @Bang_Pradi @fitriawansumadipic.twitter.com/437w6GX6mP;;
Alhamdulillah.. RAT ke-3 KSPPS BAM Tahun Buku 2018 berjalan dengan lancar dan sukses.. InsyaAllah di 2020 kami siap memasyarakatkan koperasi diseluruh pelosok Kota Depok.. Cc.: @IdrisAShomad @pradi_supriatna @DKUMDepok @pemkotdepok @DekopindaDepokpic.twitter.com/8N0PPjUV4t – at Mekar Sari(Taman Buah);;
"Hari Jadi ke-20 Kota Depok yang jatuh pada tanggal 27 April 2019 ini mengusung tema ""Rame-Rame Berbudaya"".
Berikut Filosofi dan Ornamen Dasar Logo Hari Jadi  ke-20 Kota Depok.
#HUT20Depokhttps://www.youtube.com/watch?v=277TNRyxdes …";;
Kegiatan perbaikan turap saluran outlet situ pedongkelan @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/dycCdcvEUH;;
Kegiatan membersihkan sampah kali baru jl. Raya jakarta-bogor @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/iRhxVdYD0Y;;
Kegiatan penanggulangan longsor Kel. Sukamaju baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/KololUp9Vr;;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Igux3zA7Vg;;
Kegiatan membersihkan sampah kali cabang timur UI @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Ty9vCFeqMC;;
Kegiatan lanjutan membersihkan sampah & tumbuhan liar situ tipar @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/IdpbZjnYsR;;
Kegiatan memotong & membersihkan pohon yg tumbang ke kali cabang barat Mampang @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Hxuo7RZXZz;;
Kegiatan perbaikan turap kali kumpa Kel. Jatimulya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Dw62oi1kLT;;
Kegiatan membersihkan sampah saluran tersier kali baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/gSRbOWbZdV;;
Kegiatan membersihkan sampah saluran outlet situ pengarengan @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/8VLVbormU8;;
Kegiatan normalisasi Setu Citayam @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/6joCFAHlAD;;
"18/03/2019
Kunjungan  Edukasi SD Khalifah ke Perpustakaan Umum Kota Depok
#kunjunganeduksai #salamliterasi #depokfiendlycity
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/MHANXPcAnw";;
"18/03/2019
Layanan Perpustakaan Keliling di MI Hidayatul Athfal
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/Rx3OjdpyS6";;
"18/03/2019
Layanan Perpustakaan Keliling di MI At-Tabi'iyah
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/czqDKkWuCk";;
"Situasi Simpang Al-huda lancar 2019 03 18 08:34
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/WWw8oI81bm";;
"Situasi Simpang Cinere lancar 2019 03 18 08:33
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/G6eIbQdj3F";;
"Situasi Simpang Kartini lancar 2019 03 18 08:29
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/9rGGGhiXdT";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 18 08:27
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/cZ2pwc8vJn";;
"Situasi Simpang GDC lancar 2019 03 18 08:25
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/UgVVf3DQfc";;
"Situasi Simpang Bojong Sari lancar 2019 03 18 08:24
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/m34rauVvEN";;
"Situasi Simpang PAL UI lancar 2019 03 18 08:15
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/o5F1AO9ZJ2";;
"Situasi Simpang Cilodong lancar 2019 03 18 08:13
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/blR44Lq2Xr";;
"Situasi Simpang Ramanda lancar 2019 03 18 08:10
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/prtFkhf701";;
